"y" "x1" "x2" "x3"
"152" 9.329997766 60.03366155 2.784352087 0.128988709
"153" 7.956406833 62.67410894 2.809788568 0.12666386
"154" 7.664629825 63.10647229 2.811149021 0.126541292
"155" 7.740735765 62.17104058 2.813901677 0.126293839
"156" 6.763470828 62.67169675 2.817339362 0.125985822
"157" 11.53168459 62.42404795 2.818301079 0.125899854
"158" 9.309863877 67.90752207 2.842800747 0.123739159
"159" 9.061716749 67.01005649 2.845885972 0.123471013
"160" 8.330401835 64.97487613 2.85482584 0.122698926
"161" 8.349855048 67.38981952 2.863517118 0.121955231
"162" 8.711450526 69.48809924 2.880992488 0.120480219
"163" 10.29355128 70.01073886 2.881342905 0.120450916
"164" 9.759635076 70.76529962 2.896204427 0.119217929
"165" 8.479503526 72.31195226 2.908373899 0.118222332
"166" 6.710937226 74.74545154 2.929545529 0.116519737
"167" 8.728823071 74.93167248 2.93299644 0.116245708
"168" 7.599138677 74.18342546 2.934238255 0.116147335
"169" 9.011249886 74.84479371 2.937684688 0.115874972
"170" 9.544135505 77.25726022 2.965011729 0.11374889
"171" 9.21122859 78.50128863 2.974373038 0.113034008
"172" 8.249064903 80.6054514 3.001793102 0.110978408
"173" 8.824000779 80.74606679 3.004376938 0.110787602
"174" 10.73117461 82.50063251 3.01369482 0.110103584
"175" 10.6204919 84.35508324 3.026154294 0.1091988
"176" 10.32216386 84.73954923 3.036798593 0.108434635
"177" 9.384510335 86.01904985 3.043841018 0.107933453
"178" 9.953358814 86.73644185 3.051228735 0.107411423
"179" 8.816666499 88.31379752 3.064414433 0.106489062
"180" 9.515025769 87.54415472 3.065564109 0.106409204
"181" 10.44259417 91.30427684 3.084487374 0.105107573
"182" 9.744697569 90.71363301 3.089291718 0.104780909
"183" 9.50761399 92.32504676 3.101893209 0.10393129
"184" 9.140094353 93.72417372 3.114007582 0.103124218
"185" 9.735482236 94.8689059 3.128160769 0.10219317
"186" 8.530137509 96.28492193 3.133818463 0.10182451
"187" 10.17663064 96.5391246 3.136141719 0.101673703
"188" 11.55741437 97.29936756 3.140996893 0.101359623
"189" 9.719265008 98.1207327 3.150982263 0.10071823
"190" 10.21277816 100.3800654 3.173799643 0.099275249
"191" 8.335245652 102.4706101 3.185668499 0.098536887
"192" 10.68061926 106.708592 3.219752098 0.096461749
"193" 11.31052497 108.0912156 3.222544839 0.096294629
"194" 10.26442006 111.0325173 3.246061823 0.094904417
"195" 10.88992368 110.2413411 3.254922393 0.094388422
"196" 12.19923574 112.8896567 3.255862252 0.094333936
"197" 10.34476162 125.6522267 3.340023778 0.089639801
"198" 12.62304471 132.6768142 3.385087794 0.087269026
"199" 11.61165454 133.6592062 3.411557523 0.085920066
"200" 11.05929859 140.1395641 3.434516598 0.084775188
